,SOC,SOH,Power,Temperature,SEI_after,SEI_delta
10,80,1,0.052632,23,1.00E-08,44.877633
11,80,1,0.15789,23,1.00E-08,46.189571
12,80,1,0.26316,23,1.00E-08,47.56054
13,80,1,0.36842,23,1.00E-08,48.999841
14,80,1,0.47368,23,1.00E-08,50.48187499
15,80,1,0.57895,23,1.00E-08,52.050384
16,80,1,0.68421,23,1.00E-08,53.687827
17,80,1,0.78947,23,1.00E-08,55.396963
18,80,1,0.89474,23,1.00E-08,57.177221
19,80,1,1,23,1.00E-08,59.041066
30,80,1.1111,0.052632,23,1.11E-08,44.821965
31,80,1.1111,0.15789,23,1.11E-08,46.06277101
32,80,1.1111,0.26316,23,1.11E-08,47.36472401
33,80,1.1111,0.36842,23,1.11E-08,48.702734
34,80,1.1111,0.47368,23,1.11E-08,50.10774201
35,80,1.1111,0.57895,23,1.11E-08,51.57704401
36,80,1.1111,0.68421,23,1.11E-08,53.09398001
37,80,1.1111,0.78947,23,1.11E-08,54.69214401
38,80,1.1111,0.89474,23,1.11E-08,56.34292801
39,80,1.1111,1,23,1.11E-08,58.05845601
50,80,1.2222,0.052632,23,1.22E-08,44.782388
51,80,1.2222,0.15789,23,1.22E-08,45.949718
52,80,1.2222,0.26316,23,1.22E-08,47.205431
53,80,1.2222,0.36842,23,1.22E-08,48.48361099
54,80,1.2222,0.47368,23,1.22E-08,49.802588
55,80,1.2222,0.57895,23,1.22E-08,51.193481
56,80,1.2222,0.68421,23,1.22E-08,52.627257
57,80,1.2222,0.78947,23,1.22E-08,54.125584
58,80,1.2222,0.89474,23,1.22E-08,55.66492
59,80,1.2222,1,23,1.22E-08,57.279016
70,80,1.3333,0.052632,23,1.33E-08,44.75298001
71,80,1.3333,0.15789,23,1.33E-08,45.892818
72,80,1.3333,0.26316,23,1.33E-08,47.07501401
73,80,1.3333,0.36842,23,1.33E-08,48.29152601
74,80,1.3333,0.47368,23,1.33E-08,49.5668
75,80,1.3333,0.57895,23,1.33E-08,50.87631301
76,80,1.3333,0.68421,23,1.33E-08,52.23925001
77,80,1.3333,0.78947,23,1.33E-08,53.66072001
78,80,1.3333,0.89474,23,1.33E-08,55.112178
79,80,1.3333,1,23,1.33E-08,56.64046001
90,80,1.4444,0.052632,23,1.44E-08,44.730353
91,80,1.4444,0.15789,23,1.44E-08,45.82124499
92,80,1.4444,0.26316,23,1.44E-08,46.976313
93,80,1.4444,0.36842,23,1.44E-08,48.138472
94,80,1.4444,0.47368,23,1.44E-08,49.359682
95,80,1.4444,0.57895,23,1.44E-08,50.60893799
96,80,1.4444,0.68421,23,1.44E-08,51.91816399
97,80,1.4444,0.78947,23,1.44E-08,53.25539699
98,80,1.4444,0.89474,23,1.44E-08,54.64406299
99,80,1.4444,1,23,1.44E-08,56.092428
110,80,1.5556,0.052632,23,1.56E-08,44.71230301
111,80,1.5556,0.15789,23,1.56E-08,45.77538898
112,80,1.5556,0.26316,23,1.56E-08,46.86581899
113,80,1.5556,0.36842,23,1.56E-08,47.98884701
114,80,1.5556,0.47368,23,1.56E-08,49.17106098
115,80,1.5556,0.57895,23,1.56E-08,50.36487799
116,80,1.5556,0.68421,23,1.56E-08,51.62231699
117,80,1.5556,0.78947,23,1.56E-08,52.922369
118,80,1.5556,0.89474,23,1.56E-08,54.24317901
119,80,1.5556,1,23,1.56E-08,55.62216099
130,80,1.6667,0.052632,23,1.67E-08,44.69570702
131,80,1.6667,0.15789,23,1.67E-08,45.72330201
132,80,1.6667,0.26316,23,1.67E-08,46.788259
133,80,1.6667,0.36842,23,1.67E-08,47.877288
134,80,1.6667,0.47368,23,1.67E-08,49.00326601
135,80,1.6667,0.57895,23,1.67E-08,50.16881199
136,80,1.6667,0.68421,23,1.67E-08,51.367626
137,80,1.6667,0.78947,23,1.67E-08,52.60275399
138,80,1.6667,0.89474,23,1.67E-08,53.88592099
139,80,1.6667,1,23,1.67E-08,55.202263
150,80,1.7778,0.052632,23,1.78E-08,44.68120002
151,80,1.7778,0.15789,23,1.78E-08,45.67877303
152,80,1.7778,0.26316,23,1.78E-08,46.70627501
153,80,1.7778,0.36842,23,1.78E-08,47.760382
154,80,1.7778,0.47368,23,1.78E-08,48.85457202
155,80,1.7778,0.57895,23,1.78E-08,49.98259501
156,80,1.7778,0.68421,23,1.78E-08,51.14829002
157,80,1.7778,0.78947,23,1.78E-08,52.33791101
158,80,1.7778,0.89474,23,1.78E-08,53.56540902
159,80,1.7778,1,23,1.78E-08,54.82609401
170,80,1.8889,0.052632,23,1.89E-08,44.66718398
171,80,1.8889,0.15789,23,1.89E-08,45.62831097
172,80,1.8889,0.26316,23,1.89E-08,46.63614098
173,80,1.8889,0.36842,23,1.89E-08,47.67353998
174,80,1.8889,0.47368,23,1.89E-08,48.72318798
175,80,1.8889,0.57895,23,1.89E-08,49.81852797
176,80,1.8889,0.68421,23,1.89E-08,50.93269198
177,80,1.8889,0.78947,23,1.89E-08,52.089666
178,80,1.8889,0.89474,23,1.89E-08,53.28487998
179,80,1.8889,1,23,1.89E-08,54.49337199
190,80,2,0.052632,23,2.00E-08,44.65554399
191,80,2,0.15789,23,2.00E-08,45.596902
192,80,2,0.26316,23,2.00E-08,46.57662199
193,80,2,0.36842,23,2.00E-08,47.57243099
194,80,2,0.47368,23,2.00E-08,48.60700199
195,80,2,0.57895,23,2.00E-08,49.67272399
196,80,2,0.68421,23,2.00E-08,50.75837098
197,80,2,0.78947,23,2.00E-08,51.87767599
198,80,2,0.89474,23,2.00E-08,53.02565699
199,80,2,1,23,2.00E-08,54.20231801
210,79,1,0.052632,23,1.00E-08,44.85490899
211,79,1,0.15789,23,1.00E-08,46.137883
212,79,1,0.26316,23,1.00E-08,47.48883199
213,79,1,0.36842,23,1.00E-08,48.885369
214,79,1,0.47368,23,1.00E-08,50.354861
215,79,1,0.57895,23,1.00E-08,51.86907801
216,79,1,0.68421,23,1.00E-08,53.455626
217,79,1,0.78947,23,1.00E-08,55.120751
218,79,1,0.89474,23,1.00E-08,56.861023
219,79,1,1,23,1.00E-08,58.66086
230,79,1.1111,0.052632,23,1.11E-08,44.80594801
231,79,1.1111,0.15789,23,1.11E-08,46.02064801
232,79,1.1111,0.26316,23,1.11E-08,47.301328
233,79,1.1111,0.36842,23,1.11E-08,48.61976401
234,79,1.1111,0.47368,23,1.11E-08,50.00564701
235,79,1.1111,0.57895,23,1.11E-08,51.43683501
236,79,1.1111,0.68421,23,1.11E-08,52.931726
237,79,1.1111,0.78947,23,1.11E-08,54.48918401
238,79,1.1111,0.89474,23,1.11E-08,56.09157101
239,79,1.1111,1,23,1.11E-08,57.779962
250,79,1.2222,0.052632,23,1.22E-08,44.77088999
251,79,1.2222,0.15789,23,1.22E-08,45.93608499
252,79,1.2222,0.26316,23,1.22E-08,47.151507
253,79,1.2222,0.36842,23,1.22E-08,48.417678
254,79,1.2222,0.47368,23,1.22E-08,49.722674
255,79,1.2222,0.57895,23,1.22E-08,51.08790601
256,79,1.2222,0.68421,23,1.22E-08,52.49740299
257,79,1.2222,0.78947,23,1.22E-08,53.96485
258,79,1.2222,0.89474,23,1.22E-08,55.491036
259,79,1.2222,1,23,1.22E-08,57.055834
270,79,1.3333,0.052632,23,1.33E-08,44.74609401
271,79,1.3333,0.15789,23,1.33E-08,45.86157701
272,79,1.3333,0.26316,23,1.33E-08,47.02941001
273,79,1.3333,0.36842,23,1.33E-08,48.24068501
274,79,1.3333,0.47368,23,1.33E-08,49.49759701
275,79,1.3333,0.57895,23,1.33E-08,50.79360001
276,79,1.3333,0.68421,23,1.33E-08,52.143565
277,79,1.3333,0.78947,23,1.33E-08,53.53393501
278,79,1.3333,0.89474,23,1.33E-08,54.971577
279,79,1.3333,1,23,1.33E-08,56.46782
290,79,1.4444,0.052632,23,1.44E-08,44.72640599
291,79,1.4444,0.15789,23,1.44E-08,45.80579999
292,79,1.4444,0.26316,23,1.44E-08,46.934608
293,79,1.4444,0.36842,23,1.44E-08,48.091062
294,79,1.4444,0.47368,23,1.44E-08,49.303418
295,79,1.4444,0.57895,23,1.44E-08,50.54909099
296,79,1.4444,0.68421,23,1.44E-08,51.832403
297,79,1.4444,0.78947,23,1.44E-08,53.16507
298,79,1.4444,0.89474,23,1.44E-08,54.540663
299,79,1.4444,1,23,1.44E-08,55.963717
310,79,1.5556,0.052632,23,1.56E-08,44.70889999
311,79,1.5556,0.15789,23,1.56E-08,45.75983901
312,79,1.5556,0.26316,23,1.56E-08,46.844576
313,79,1.5556,0.36842,23,1.56E-08,47.96197601
314,79,1.5556,0.47368,23,1.56E-08,49.12581801
315,79,1.5556,0.57895,23,1.56E-08,50.32649598
316,79,1.5556,0.68421,23,1.56E-08,51.55933599
317,79,1.5556,0.78947,23,1.56E-08,52.844676
318,79,1.5556,0.89474,23,1.56E-08,54.16352201
319,79,1.5556,1,23,1.56E-08,55.52156001
330,79,1.6667,0.052632,23,1.67E-08,44.69161701
331,79,1.6667,0.15789,23,1.67E-08,45.71469801
332,79,1.6667,0.26316,23,1.67E-08,46.76793802
333,79,1.6667,0.36842,23,1.67E-08,47.85837101
334,79,1.6667,0.47368,23,1.67E-08,48.97068101
335,79,1.6667,0.57895,23,1.67E-08,50.14357402
336,79,1.6667,0.68421,23,1.67E-08,51.323686
337,79,1.6667,0.78947,23,1.67E-08,52.55102499
338,79,1.6667,0.89474,23,1.67E-08,53.82115199
339,79,1.6667,1,23,1.67E-08,55.12497002
350,79,1.7778,0.052632,23,1.78E-08,44.67811001
351,79,1.7778,0.15789,23,1.78E-08,45.67717601
352,79,1.7778,0.26316,23,1.78E-08,46.691425
353,79,1.7778,0.36842,23,1.78E-08,47.75253702
354,79,1.7778,0.47368,23,1.78E-08,48.836649
355,79,1.7778,0.57895,23,1.78E-08,49.94715902
356,79,1.7778,0.68421,23,1.78E-08,51.11155
357,79,1.7778,0.78947,23,1.78E-08,52.299161
358,79,1.7778,0.89474,23,1.78E-08,53.50925401
359,79,1.7778,1,23,1.78E-08,54.780784
370,79,1.8889,0.052632,23,1.89E-08,44.66618097
371,79,1.8889,0.15789,23,1.89E-08,45.614962
372,79,1.8889,0.26316,23,1.89E-08,46.62394698
373,79,1.8889,0.36842,23,1.89E-08,47.65378999
374,79,1.8889,0.47368,23,1.89E-08,48.705277
375,79,1.8889,0.57895,23,1.89E-08,49.796637
376,79,1.8889,0.68421,23,1.89E-08,50.90683799
377,79,1.8889,0.78947,23,1.89E-08,52.05759799
378,79,1.8889,0.89474,23,1.89E-08,53.244953
379,79,1.8889,1,23,1.89E-08,54.46046099
390,79,2,0.052632,23,2.00E-08,44.65316701
391,79,2,0.15789,23,2.00E-08,45.598994
392,79,2,0.26316,23,2.00E-08,46.56214799
393,79,2,0.36842,23,2.00E-08,47.57989599
394,79,2,0.47368,23,2.00E-08,48.59409301
395,79,2,0.57895,23,2.00E-08,49.657781
396,79,2,0.68421,23,2.00E-08,50.73652299
397,79,2,0.78947,23,2.00E-08,51.84316098
398,79,2,0.89474,23,2.00E-08,52.99375899
399,79,2,1,23,2.00E-08,54.18369301
410,78,1,0.052632,23,1.00E-08,44.833973
411,78,1,0.15789,23,1.00E-08,46.089495
412,78,1,0.26316,23,1.00E-08,47.41277399
413,78,1,0.36842,23,1.00E-08,48.791096
414,78,1,0.47368,23,1.00E-08,50.223795
415,78,1,0.57895,23,1.00E-08,51.70540199
416,78,1,0.68421,23,1.00E-08,53.25649299
417,78,1,0.78947,23,1.00E-08,54.88938299
418,78,1,0.89474,23,1.00E-08,56.56371901
419,78,1,1,23,1.00E-08,58.327544
430,78,1.1111,0.052632,23,1.11E-08,44.79096001
431,78,1.1111,0.15789,23,1.11E-08,45.99066801
432,78,1.1111,0.26316,23,1.11E-08,47.249178
433,78,1.1111,0.36842,23,1.11E-08,48.55153601
434,78,1.1111,0.47368,23,1.11E-08,49.90769801
435,78,1.1111,0.57895,23,1.11E-08,51.318852
436,78,1.1111,0.68421,23,1.11E-08,52.789265
437,78,1.1111,0.78947,23,1.11E-08,54.298731
438,78,1.1111,0.89474,23,1.11E-08,55.88507101
439,78,1.1111,1,23,1.11E-08,57.52831401
450,78,1.2222,0.052632,23,1.22E-08,44.76119699
451,78,1.2222,0.15789,23,1.22E-08,45.918241
452,78,1.2222,0.26316,23,1.22E-08,47.12372699
453,78,1.2222,0.36842,23,1.22E-08,48.35974
454,78,1.2222,0.47368,23,1.22E-08,49.65121101
455,78,1.2222,0.57895,23,1.22E-08,50.99611799
456,78,1.2222,0.68421,23,1.22E-08,52.381202
457,78,1.2222,0.78947,23,1.22E-08,53.82026901
458,78,1.2222,0.89474,23,1.22E-08,55.319283
459,78,1.2222,1,23,1.22E-08,56.87174901
470,78,1.3333,0.052632,23,1.33E-08,44.73940601
471,78,1.3333,0.15789,23,1.33E-08,45.85356701
472,78,1.3333,0.26316,23,1.33E-08,47.000356
473,78,1.3333,0.36842,23,1.33E-08,48.200546
474,78,1.3333,0.47368,23,1.33E-08,49.43924501
475,78,1.3333,0.57895,23,1.33E-08,50.72120501
476,78,1.3333,0.68421,23,1.33E-08,52.049938
477,78,1.3333,0.78947,23,1.33E-08,53.42528901
478,78,1.3333,0.89474,23,1.33E-08,54.848921
479,78,1.3333,1,23,1.33E-08,56.319995
490,78,1.4444,0.052632,23,1.44E-08,44.719754
491,78,1.4444,0.15789,23,1.44E-08,45.798457
492,78,1.4444,0.26316,23,1.44E-08,46.90175099
493,78,1.4444,0.36842,23,1.44E-08,48.060823
494,78,1.4444,0.47368,23,1.44E-08,49.257283
495,78,1.4444,0.57895,23,1.44E-08,50.486254
496,78,1.4444,0.68421,23,1.44E-08,51.761089
497,78,1.4444,0.78947,23,1.44E-08,53.076779
498,78,1.4444,0.89474,23,1.44E-08,54.43572401
499,78,1.4444,1,23,1.44E-08,55.850315
510,78,1.5556,0.052632,23,1.56E-08,44.70389799
511,78,1.5556,0.15789,23,1.56E-08,45.73580498
512,78,1.5556,0.26316,23,1.56E-08,46.830752
513,78,1.5556,0.36842,23,1.56E-08,47.937635
514,78,1.5556,0.47368,23,1.56E-08,49.08946501
515,78,1.5556,0.57895,23,1.56E-08,50.28090599
516,78,1.5556,0.68421,23,1.56E-08,51.500068
517,78,1.5556,0.78947,23,1.56E-08,52.77173299
518,78,1.5556,0.89474,23,1.56E-08,54.084181
519,78,1.5556,1,23,1.56E-08,55.424445
530,78,1.6667,0.052632,23,1.67E-08,44.689687
531,78,1.6667,0.15789,23,1.67E-08,45.69572001
532,78,1.6667,0.26316,23,1.67E-08,46.759775
533,78,1.6667,0.36842,23,1.67E-08,47.83106899
534,78,1.6667,0.47368,23,1.67E-08,48.94925902
535,78,1.6667,0.57895,23,1.67E-08,50.103992
536,78,1.6667,0.68421,23,1.67E-08,51.27716
537,78,1.6667,0.78947,23,1.67E-08,52.49440001
538,78,1.6667,0.89474,23,1.67E-08,53.75508501
539,78,1.6667,1,23,1.67E-08,55.06083
550,78,1.7778,0.052632,23,1.78E-08,44.67527503
551,78,1.7778,0.15789,23,1.78E-08,45.660004
552,78,1.7778,0.26316,23,1.78E-08,46.68052802
553,78,1.7778,0.36842,23,1.78E-08,47.73710802
554,78,1.7778,0.47368,23,1.78E-08,48.816196
555,78,1.7778,0.57895,23,1.78E-08,49.930863
556,78,1.7778,0.68421,23,1.78E-08,51.07579102
557,78,1.7778,0.78947,23,1.78E-08,52.26269101
558,78,1.7778,0.89474,23,1.78E-08,53.47275701
559,78,1.7778,1,23,1.78E-08,54.72342902
570,78,1.8889,0.052632,23,1.89E-08,44.66339698
571,78,1.8889,0.15789,23,1.89E-08,45.631046
572,78,1.8889,0.26316,23,1.89E-08,46.62228097
573,78,1.8889,0.36842,23,1.89E-08,47.64393698
574,78,1.8889,0.47368,23,1.89E-08,48.69624399
575,78,1.8889,0.57895,23,1.89E-08,49.78140798
576,78,1.8889,0.68421,23,1.89E-08,50.890112
577,78,1.8889,0.78947,23,1.89E-08,52.03646399
578,78,1.8889,0.89474,23,1.89E-08,53.20968198
579,78,1.8889,1,23,1.89E-08,54.42043097
590,78,2,0.052632,23,2.00E-08,44.65166501
591,78,2,0.15789,23,2.00E-08,45.59243598
592,78,2,0.26316,23,2.00E-08,46.56473101
593,78,2,0.36842,23,2.00E-08,47.56052898
594,78,2,0.47368,23,2.00E-08,48.576061
595,78,2,0.57895,23,2.00E-08,49.64779799
596,78,2,0.68421,23,2.00E-08,50.71665398
597,78,2,0.78947,23,2.00E-08,51.832479
598,78,2,0.89474,23,2.00E-08,52.97576298
599,78,2,1,23,2.00E-08,54.151271
610,77,1,0.052632,23,1.00E-08,44.815277
611,77,1,0.15789,23,1.00E-08,46.05381099
612,77,1,0.26316,23,1.00E-08,47.34725199
613,77,1,0.36842,23,1.00E-08,48.69614801
614,77,1,0.47368,23,1.00E-08,50.10088999
615,77,1,0.57895,23,1.00E-08,51.57171299
616,77,1,0.68421,23,1.00E-08,53.091041
617,77,1,0.78947,23,1.00E-08,54.67091799
618,77,1,0.89474,23,1.00E-08,56.32920401
619,77,1,1,23,1.00E-08,58.036141
630,77,1.1111,0.052632,23,1.11E-08,44.78040001
631,77,1.1111,0.15789,23,1.11E-08,45.96442701
632,77,1.1111,0.26316,23,1.11E-08,47.21425801
633,77,1.1111,0.36842,23,1.11E-08,48.484695
634,77,1.1111,0.47368,23,1.11E-08,49.81490601
635,77,1.1111,0.57895,23,1.11E-08,51.198738
636,77,1.1111,0.68421,23,1.11E-08,52.64123301
637,77,1.1111,0.78947,23,1.11E-08,54.142109
638,77,1.1111,0.89474,23,1.11E-08,55.69547801
639,77,1.1111,1,23,1.11E-08,57.298686
650,77,1.2222,0.052632,23,1.22E-08,44.753994
651,77,1.2222,0.15789,23,1.22E-08,45.90397
652,77,1.2222,0.26316,23,1.22E-08,47.080403
653,77,1.2222,0.36842,23,1.22E-08,48.31721299
654,77,1.2222,0.47368,23,1.22E-08,49.579945
655,77,1.2222,0.57895,23,1.22E-08,50.907814
656,77,1.2222,0.68421,23,1.22E-08,52.26919
657,77,1.2222,0.78947,23,1.22E-08,53.69421001
658,77,1.2222,0.89474,23,1.22E-08,55.168659
659,77,1.2222,1,23,1.22E-08,56.695074
670,77,1.3333,0.052632,23,1.33E-08,44.73355
671,77,1.3333,0.15789,23,1.33E-08,45.846463
672,77,1.3333,0.26316,23,1.33E-08,46.976566
673,77,1.3333,0.36842,23,1.33E-08,48.15912401
674,77,1.3333,0.47368,23,1.33E-08,49.38527601
675,77,1.3333,0.57895,23,1.33E-08,50.65296101
676,77,1.3333,0.68421,23,1.33E-08,51.967998
677,77,1.3333,0.78947,23,1.33E-08,53.323979
678,77,1.3333,0.89474,23,1.33E-08,54.71874501
679,77,1.3333,1,23,1.33E-08,56.18014601
690,77,1.4444,0.052632,23,1.44E-08,44.7164
691,77,1.4444,0.15789,23,1.44E-08,45.78216299
692,77,1.4444,0.26316,23,1.44E-08,46.890712
693,77,1.4444,0.36842,23,1.44E-08,48.02543
694,77,1.4444,0.47368,23,1.44E-08,49.210983
695,77,1.4444,0.57895,23,1.44E-08,50.432418
696,77,1.4444,0.68421,23,1.44E-08,51.69220001
697,77,1.4444,0.78947,23,1.44E-08,53.003718
698,77,1.4444,0.89474,23,1.44E-08,54.34047599
699,77,1.4444,1,23,1.44E-08,55.728832
710,77,1.5556,0.052632,23,1.56E-08,44.69986499
711,77,1.5556,0.15789,23,1.56E-08,45.72761599
712,77,1.5556,0.26316,23,1.56E-08,46.80877401
713,77,1.5556,0.36842,23,1.56E-08,47.92082801
714,77,1.5556,0.47368,23,1.56E-08,49.06250799
715,77,1.5556,0.57895,23,1.56E-08,50.234172
716,77,1.5556,0.68421,23,1.56E-08,51.44913201
717,77,1.5556,0.78947,23,1.56E-08,52.70831901
718,77,1.5556,0.89474,23,1.56E-08,54.00085598
719,77,1.5556,1,23,1.56E-08,55.33192399
730,77,1.6667,0.052632,23,1.67E-08,44.686272
731,77,1.6667,0.15789,23,1.67E-08,45.69444499
732,77,1.6667,0.26316,23,1.67E-08,46.73770801
733,77,1.6667,0.36842,23,1.67E-08,47.81529201
734,77,1.6667,0.47368,23,1.67E-08,48.92402601
735,77,1.6667,0.57895,23,1.67E-08,50.06211202
736,77,1.6667,0.68421,23,1.67E-08,51.241717
737,77,1.6667,0.78947,23,1.67E-08,52.45333801
738,77,1.6667,0.89474,23,1.67E-08,53.70141399
739,77,1.6667,1,23,1.67E-08,55.00012901
750,77,1.7778,0.052632,23,1.78E-08,44.67334101
751,77,1.7778,0.15789,23,1.78E-08,45.657589
752,77,1.7778,0.26316,23,1.78E-08,46.67701102
753,77,1.7778,0.36842,23,1.78E-08,47.71623002
754,77,1.7778,0.47368,23,1.78E-08,48.79434103
755,77,1.7778,0.57895,23,1.78E-08,49.90382101
756,77,1.7778,0.68421,23,1.78E-08,51.05158302
757,77,1.7778,0.78947,23,1.78E-08,52.217385
758,77,1.7778,0.89474,23,1.78E-08,53.43324501
759,77,1.7778,1,23,1.78E-08,54.677238
770,77,1.8889,0.052632,23,1.89E-08,44.66323998
771,77,1.8889,0.15789,23,1.89E-08,45.62103
772,77,1.8889,0.26316,23,1.89E-08,46.62415699
773,77,1.8889,0.36842,23,1.89E-08,47.629047
774,77,1.8889,0.47368,23,1.89E-08,48.680401
775,77,1.8889,0.57895,23,1.89E-08,49.76166599
776,77,1.8889,0.68421,23,1.89E-08,50.870089
777,77,1.8889,0.78947,23,1.89E-08,52.008409
778,77,1.8889,0.89474,23,1.89E-08,53.18143697
779,77,1.8889,1,23,1.89E-08,54.389201
790,77,2,0.052632,23,2.00E-08,44.65126899
791,77,2,0.15789,23,2.00E-08,45.59320199
792,77,2,0.26316,23,2.00E-08,46.555913
793,77,2,0.36842,23,2.00E-08,47.55349801
794,77,2,0.47368,23,2.00E-08,48.578875
795,77,2,0.57895,23,2.00E-08,49.63701801
796,77,2,0.68421,23,2.00E-08,50.70281098
797,77,2,0.78947,23,2.00E-08,51.81062899
798,77,2,0.89474,23,2.00E-08,52.94870501
799,77,2,1,23,2.00E-08,54.118177
810,76,1,0.052632,23,1.00E-08,44.801806
811,76,1,0.15789,23,1.00E-08,46.023327
812,76,1,0.26316,23,1.00E-08,47.294379
813,76,1,0.36842,23,1.00E-08,48.633902
814,76,1,0.47368,23,1.00E-08,50.000495
815,76,1,0.57895,23,1.00E-08,51.44283
816,76,1,0.68421,23,1.00E-08,52.93297
817,76,1,0.78947,23,1.00E-08,54.491789
818,76,1,0.89474,23,1.00E-08,56.10033499
819,76,1,1,23,1.00E-08,57.76806099
830,76,1.1111,0.052632,23,1.11E-08,44.771324
831,76,1.1111,0.15789,23,1.11E-08,45.939046
832,76,1.1111,0.26316,23,1.11E-08,47.160886
833,76,1.1111,0.36842,23,1.11E-08,48.426002
834,76,1.1111,0.47368,23,1.11E-08,49.74227601
835,76,1.1111,0.57895,23,1.11E-08,51.10316001
836,76,1.1111,0.68421,23,1.11E-08,52.52671101
837,76,1.1111,0.78947,23,1.11E-08,53.97971601
838,76,1.1111,0.89474,23,1.11E-08,55.514061
839,76,1.1111,1,23,1.11E-08,57.091577
850,76,1.2222,0.052632,23,1.22E-08,44.747346
851,76,1.2222,0.15789,23,1.22E-08,45.885379
852,76,1.2222,0.26316,23,1.22E-08,47.043678
853,76,1.2222,0.36842,23,1.22E-08,48.26312299
854,76,1.2222,0.47368,23,1.22E-08,49.51593999
855,76,1.2222,0.57895,23,1.22E-08,50.82703
856,76,1.2222,0.68421,23,1.22E-08,52.178494
857,76,1.2222,0.78947,23,1.22E-08,53.57176499
858,76,1.2222,0.89474,23,1.22E-08,55.028739
859,76,1.2222,1,23,1.22E-08,56.531261
870,76,1.3333,0.052632,23,1.33E-08,44.728712
871,76,1.3333,0.15789,23,1.33E-08,45.813484
872,76,1.3333,0.26316,23,1.33E-08,46.945065
873,76,1.3333,0.36842,23,1.33E-08,48.12744701
874,76,1.3333,0.47368,23,1.33E-08,49.33019101
875,76,1.3333,0.57895,23,1.33E-08,50.58413
876,76,1.3333,0.68421,23,1.33E-08,51.88982401
877,76,1.3333,0.78947,23,1.33E-08,53.22624
878,76,1.3333,0.89474,23,1.33E-08,54.614917
879,76,1.3333,1,23,1.33E-08,56.04679301
890,76,1.4444,0.052632,23,1.44E-08,44.711959
891,76,1.4444,0.15789,23,1.44E-08,45.766096
892,76,1.4444,0.26316,23,1.44E-08,46.867046
893,76,1.4444,0.36842,23,1.44E-08,48.00247899
894,76,1.4444,0.47368,23,1.44E-08,49.163355
895,76,1.4444,0.57895,23,1.44E-08,50.380956
896,76,1.4444,0.68421,23,1.44E-08,51.62337501
897,76,1.4444,0.78947,23,1.44E-08,52.91330899
898,76,1.4444,0.89474,23,1.44E-08,54.255649
899,76,1.4444,1,23,1.44E-08,55.632068
910,76,1.5556,0.052632,23,1.56E-08,44.69838401
911,76,1.5556,0.15789,23,1.56E-08,45.72888998
912,76,1.5556,0.26316,23,1.56E-08,46.79288899
913,76,1.5556,0.36842,23,1.56E-08,47.89687101
914,76,1.5556,0.47368,23,1.56E-08,49.02445801
915,76,1.5556,0.57895,23,1.56E-08,50.19483199
916,76,1.5556,0.68421,23,1.56E-08,51.404006
917,76,1.5556,0.78947,23,1.56E-08,52.65094401
918,76,1.5556,0.89474,23,1.56E-08,53.93000098
919,76,1.5556,1,23,1.56E-08,55.25617499
930,76,1.6667,0.052632,23,1.67E-08,44.68356
931,76,1.6667,0.15789,23,1.67E-08,45.68639301
932,76,1.6667,0.26316,23,1.67E-08,46.72670601
933,76,1.6667,0.36842,23,1.67E-08,47.80415799
934,76,1.6667,0.47368,23,1.67E-08,48.89812599
935,76,1.6667,0.57895,23,1.67E-08,50.024574
936,76,1.6667,0.68421,23,1.67E-08,51.20479099
937,76,1.6667,0.78947,23,1.67E-08,52.40593801
938,76,1.6667,0.89474,23,1.67E-08,53.64812999
939,76,1.6667,1,23,1.67E-08,54.92459402
950,76,1.7778,0.052632,23,1.78E-08,44.67119703
951,76,1.7778,0.15789,23,1.78E-08,45.646094
952,76,1.7778,0.26316,23,1.78E-08,46.67103
953,76,1.7778,0.36842,23,1.78E-08,47.70561802
954,76,1.7778,0.47368,23,1.78E-08,48.77399801
955,76,1.7778,0.57895,23,1.78E-08,49.871834
956,76,1.7778,0.68421,23,1.78E-08,51.017181
957,76,1.7778,0.78947,23,1.78E-08,52.18199802
958,76,1.7778,0.89474,23,1.78E-08,53.39761401
959,76,1.7778,1,23,1.78E-08,54.628772
970,76,1.8889,0.052632,23,1.89E-08,44.660974
971,76,1.8889,0.15789,23,1.89E-08,45.61666999
972,76,1.8889,0.26316,23,1.89E-08,46.60986797
973,76,1.8889,0.36842,23,1.89E-08,47.62370699
974,76,1.8889,0.47368,23,1.89E-08,48.66893499
975,76,1.8889,0.57895,23,1.89E-08,49.73876797
976,76,1.8889,0.68421,23,1.89E-08,50.84194398
977,76,1.8889,0.78947,23,1.89E-08,51.98481698
978,76,1.8889,0.89474,23,1.89E-08,53.156011
979,76,1.8889,1,23,1.89E-08,54.35741298
990,76,2,0.052632,23,2.00E-08,44.64907901
991,76,2,0.15789,23,2.00E-08,45.58695201
992,76,2,0.26316,23,2.00E-08,46.56424301
993,76,2,0.36842,23,2.00E-08,47.54611698
994,76,2,0.47368,23,2.00E-08,48.572606
995,76,2,0.57895,23,2.00E-08,49.618592
996,76,2,0.68421,23,2.00E-08,50.696109
997,76,2,0.78947,23,2.00E-08,51.79874998
998,76,2,0.89474,23,2.00E-08,52.932497
999,76,2,1,23,2.00E-08,54.09706199
1010,75,1,0.052632,23,1.00E-08,44.79102699
1011,75,1,0.15789,23,1.00E-08,45.98864299
1012,75,1,0.26316,23,1.00E-08,47.25228899
1013,75,1,0.36842,23,1.00E-08,48.558747
