,SOC,SOH,Power,Temperature,SEI_after,SEI_delta
2356,69,1.7778,0.68421,23,1.78E-08,50.865966
2357,69,1.7778,0.78947,23,1.78E-08,52.00264402
2358,69,1.7778,0.89474,23,1.78E-08,53.17723701
2359,69,1.7778,1,23,1.78E-08,54.376887
2370,69,1.8889,0.052632,23,1.89E-08,44.65004698
2371,69,1.8889,0.15789,23,1.89E-08,45.59540599
2372,69,1.8889,0.26316,23,1.89E-08,46.56688098
2373,69,1.8889,0.36842,23,1.89E-08,47.57839499
2374,69,1.8889,0.47368,23,1.89E-08,48.60632198
2375,69,1.8889,0.57895,23,1.89E-08,49.66428297
2376,69,1.8889,0.68421,23,1.89E-08,50.74851198
2377,69,1.8889,0.78947,23,1.89E-08,51.87073998
2378,69,1.8889,0.89474,23,1.89E-08,53.00819399
2379,69,1.8889,1,23,1.89E-08,54.19601697
2390,69,2,0.052632,23,2.00E-08,44.641175
2391,69,2,0.15789,23,2.00E-08,45.57529101
2392,69,2,0.26316,23,2.00E-08,46.53917401
2393,69,2,0.36842,23,2.00E-08,47.51187399
2394,69,2,0.47368,23,2.00E-08,48.531593
2395,69,2,0.57895,23,2.00E-08,49.56226298
2396,69,2,0.68421,23,2.00E-08,50.64384501
2397,69,2,0.78947,23,2.00E-08,51.728243
2398,69,2,0.89474,23,2.00E-08,52.85252101
2399,69,2,1,23,2.00E-08,54.00922199
2410,68,1,0.052632,23,1.00E-08,44.74010299
2411,68,1,0.15789,23,1.00E-08,45.865708
2412,68,1,0.26316,23,1.00E-08,47.02067
2413,68,1,0.36842,23,1.00E-08,48.22033699
2414,68,1,0.47368,23,1.00E-08,49.472606
2415,68,1,0.57895,23,1.00E-08,50.761087
2416,68,1,0.68421,23,1.00E-08,52.096262
2417,68,1,0.78947,23,1.00E-08,53.483505
2418,68,1,0.89474,23,1.00E-08,54.914007
2419,68,1,1,23,1.00E-08,56.38432699
2430,68,1.1111,0.052632,23,1.11E-08,44.72454101
2431,68,1.1111,0.15789,23,1.11E-08,45.814948
2432,68,1.1111,0.26316,23,1.11E-08,46.94426301
2433,68,1.1111,0.36842,23,1.11E-08,48.11324801
2434,68,1.1111,0.47368,23,1.11E-08,49.31854401
2435,68,1.1111,0.57895,23,1.11E-08,50.56479101
2436,68,1.1111,0.68421,23,1.11E-08,51.85253701
2437,68,1.1111,0.78947,23,1.11E-08,53.18519201
2438,68,1.1111,0.89474,23,1.11E-08,54.567289
2439,68,1.1111,1,23,1.11E-08,55.99625701
2450,68,1.2222,0.052632,23,1.22E-08,44.71186401
2451,68,1.2222,0.15789,23,1.22E-08,45.77365499
2452,68,1.2222,0.26316,23,1.22E-08,46.87388
2453,68,1.2222,0.36842,23,1.22E-08,48.01128299
2454,68,1.2222,0.47368,23,1.22E-08,49.18115199
2455,68,1.2222,0.57895,23,1.22E-08,50.390118
2456,68,1.2222,0.68421,23,1.22E-08,51.641899
2457,68,1.2222,0.78947,23,1.22E-08,52.92885699
2458,68,1.2222,0.89474,23,1.22E-08,54.26382501
2459,68,1.2222,1,23,1.22E-08,55.635832
2470,68,1.3333,0.052632,23,1.33E-08,44.698958
2471,68,1.3333,0.15789,23,1.33E-08,45.74417401
2472,68,1.3333,0.26316,23,1.33E-08,46.80984901
2473,68,1.3333,0.36842,23,1.33E-08,47.90946301
2474,68,1.3333,0.47368,23,1.33E-08,49.05311701
2475,68,1.3333,0.57895,23,1.33E-08,50.23544301
2476,68,1.3333,0.68421,23,1.33E-08,51.445319
2477,68,1.3333,0.78947,23,1.33E-08,52.69386901
2478,68,1.3333,0.89474,23,1.33E-08,53.98156401
2479,68,1.3333,1,23,1.33E-08,55.319233
2490,68,1.4444,0.052632,23,1.44E-08,44.686917
2491,68,1.4444,0.15789,23,1.44E-08,45.69881399
2492,68,1.4444,0.26316,23,1.44E-08,46.744937
2493,68,1.4444,0.36842,23,1.44E-08,47.822178
2494,68,1.4444,0.47368,23,1.44E-08,48.938526
2495,68,1.4444,0.57895,23,1.44E-08,50.0838
2496,68,1.4444,0.68421,23,1.44E-08,51.270133
2497,68,1.4444,0.78947,23,1.44E-08,52.47961901
2498,68,1.4444,0.89474,23,1.44E-08,53.73435599
2499,68,1.4444,1,23,1.44E-08,55.03209501
2510,68,1.5556,0.052632,23,1.56E-08,44.676233
2511,68,1.5556,0.15789,23,1.56E-08,45.670127
2512,68,1.5556,0.26316,23,1.56E-08,46.69177
2513,68,1.5556,0.36842,23,1.56E-08,47.748682
2514,68,1.5556,0.47368,23,1.56E-08,48.83661998
2515,68,1.5556,0.57895,23,1.56E-08,49.960486
2516,68,1.5556,0.68421,23,1.56E-08,51.11289199
2517,68,1.5556,0.78947,23,1.56E-08,52.29805198
2518,68,1.5556,0.89474,23,1.56E-08,53.52394199
2519,68,1.5556,1,23,1.56E-08,54.78104099
2530,68,1.6667,0.052632,23,1.67E-08,44.668359
2531,68,1.6667,0.15789,23,1.67E-08,45.641886
2532,68,1.6667,0.26316,23,1.67E-08,46.65042401
2533,68,1.6667,0.36842,23,1.67E-08,47.679036
2534,68,1.6667,0.47368,23,1.67E-08,48.74654402
2535,68,1.6667,0.57895,23,1.67E-08,49.83855699
2536,68,1.6667,0.68421,23,1.67E-08,50.98026099
2537,68,1.6667,0.78947,23,1.67E-08,52.13539701
2538,68,1.6667,0.89474,23,1.67E-08,53.328804
2539,68,1.6667,1,23,1.67E-08,54.55482
2550,68,1.7778,0.052632,23,1.78E-08,44.65815702
2551,68,1.7778,0.15789,23,1.78E-08,45.61723602
2552,68,1.7778,0.26316,23,1.78E-08,46.606069
2553,68,1.7778,0.36842,23,1.78E-08,47.62128301
2554,68,1.7778,0.47368,23,1.78E-08,48.66728602
2555,68,1.7778,0.57895,23,1.78E-08,49.74988002
2556,68,1.7778,0.68421,23,1.78E-08,50.85012
2557,68,1.7778,0.78947,23,1.78E-08,51.97835002
2558,68,1.7778,0.89474,23,1.78E-08,53.15215901
2559,68,1.7778,1,23,1.78E-08,54.35149
2570,68,1.8889,0.052632,23,1.89E-08,44.64753999
2571,68,1.8889,0.15789,23,1.89E-08,45.58821498
2572,68,1.8889,0.26316,23,1.89E-08,46.574345
2573,68,1.8889,0.36842,23,1.89E-08,47.56388998
2574,68,1.8889,0.47368,23,1.89E-08,48.59704197
2575,68,1.8889,0.57895,23,1.89E-08,49.65279698
2576,68,1.8889,0.68421,23,1.89E-08,50.73620099
2577,68,1.8889,0.78947,23,1.89E-08,51.858588
2578,68,1.8889,0.89474,23,1.89E-08,53.00053198
2579,68,1.8889,1,23,1.89E-08,54.171102
2590,68,2,0.052632,23,2.00E-08,44.637747
2591,68,2,0.15789,23,2.00E-08,45.57453801
2592,68,2,0.26316,23,2.00E-08,46.52988599
2593,68,2,0.36842,23,2.00E-08,47.51304398
2594,68,2,0.47368,23,2.00E-08,48.52592201
2595,68,2,0.57895,23,2.00E-08,49.56212501
2596,68,2,0.68421,23,2.00E-08,50.63090999
2597,68,2,0.78947,23,2.00E-08,51.7201
2598,68,2,0.89474,23,2.00E-08,52.85535599
2599,68,2,1,23,2.00E-08,53.997739
2610,67,1,0.052632,23,1.00E-08,44.735022
2611,67,1,0.15789,23,1.00E-08,45.844532
2612,67,1,0.26316,23,1.00E-08,47.003146
2613,67,1,0.36842,23,1.00E-08,48.191649
2614,67,1,0.47368,23,1.00E-08,49.421664
2615,67,1,0.57895,23,1.00E-08,50.692647
2616,67,1,0.68421,23,1.00E-08,52.023238
2617,67,1,0.78947,23,1.00E-08,53.391375
2618,67,1,0.89474,23,1.00E-08,54.807986
2619,67,1,1,23,1.00E-08,56.268571
2630,67,1.1111,0.052632,23,1.11E-08,44.72101001
2631,67,1.1111,0.15789,23,1.11E-08,45.80066401
2632,67,1.1111,0.26316,23,1.11E-08,46.92369001
2633,67,1.1111,0.36842,23,1.11E-08,48.08727401
2634,67,1.1111,0.47368,23,1.11E-08,49.28153001
2635,67,1.1111,0.57895,23,1.11E-08,50.523963
2636,67,1.1111,0.68421,23,1.11E-08,51.806996
2637,67,1.1111,0.78947,23,1.11E-08,53.123789
2638,67,1.1111,0.89474,23,1.11E-08,54.488867
2639,67,1.1111,1,23,1.11E-08,55.902254
2650,67,1.2222,0.052632,23,1.22E-08,44.708351
2651,67,1.2222,0.15789,23,1.22E-08,45.77556199
2652,67,1.2222,0.26316,23,1.22E-08,46.855906
2653,67,1.2222,0.36842,23,1.22E-08,47.985409
2654,67,1.2222,0.47368,23,1.22E-08,49.15386501
2655,67,1.2222,0.57895,23,1.22E-08,50.352499
2656,67,1.2222,0.68421,23,1.22E-08,51.59825399
2657,67,1.2222,0.78947,23,1.22E-08,52.87726299
2658,67,1.2222,0.89474,23,1.22E-08,54.20689099
2659,67,1.2222,1,23,1.22E-08,55.56752
2670,67,1.3333,0.052632,23,1.33E-08,44.69820901
2671,67,1.3333,0.15789,23,1.33E-08,45.72079901
2672,67,1.3333,0.26316,23,1.33E-08,46.798853
2673,67,1.3333,0.36842,23,1.33E-08,47.89437401
2674,67,1.3333,0.47368,23,1.33E-08,49.025756
2675,67,1.3333,0.57895,23,1.33E-08,50.20552201
2676,67,1.3333,0.68421,23,1.33E-08,51.41059901
2677,67,1.3333,0.78947,23,1.33E-08,52.648527
2678,67,1.3333,0.89474,23,1.33E-08,53.93120501
2679,67,1.3333,1,23,1.33E-08,55.26484201
2690,67,1.4444,0.052632,23,1.44E-08,44.685023
2691,67,1.4444,0.15789,23,1.44E-08,45.68727899
2692,67,1.4444,0.26316,23,1.44E-08,46.737205
2693,67,1.4444,0.36842,23,1.44E-08,47.81270599
2694,67,1.4444,0.47368,23,1.44E-08,48.92747199
2695,67,1.4444,0.57895,23,1.44E-08,50.06047699
2696,67,1.4444,0.68421,23,1.44E-08,51.237789
2697,67,1.4444,0.78947,23,1.44E-08,52.44818199
2698,67,1.4444,0.89474,23,1.44E-08,53.696136
2699,67,1.4444,1,23,1.44E-08,54.981429
2710,67,1.5556,0.052632,23,1.56E-08,44.673858
2711,67,1.5556,0.15789,23,1.56E-08,45.66890198
2712,67,1.5556,0.26316,23,1.56E-08,46.68347001
2713,67,1.5556,0.36842,23,1.56E-08,47.74011201
2714,67,1.5556,0.47368,23,1.56E-08,48.81679299
2715,67,1.5556,0.57895,23,1.56E-08,49.93701898
2716,67,1.5556,0.68421,23,1.56E-08,51.086518
2717,67,1.5556,0.78947,23,1.56E-08,52.27584999
2718,67,1.5556,0.89474,23,1.56E-08,53.49002001
2719,67,1.5556,1,23,1.56E-08,54.73693301
2730,67,1.6667,0.052632,23,1.67E-08,44.66542701
2731,67,1.6667,0.15789,23,1.67E-08,45.63163601
2732,67,1.6667,0.26316,23,1.67E-08,46.64204301
2733,67,1.6667,0.36842,23,1.67E-08,47.67575001
2734,67,1.6667,0.47368,23,1.67E-08,48.73544802
2735,67,1.6667,0.57895,23,1.67E-08,49.82746999
2736,67,1.6667,0.68421,23,1.67E-08,50.94864701
2737,67,1.6667,0.78947,23,1.67E-08,52.115608
2738,67,1.6667,0.89474,23,1.67E-08,53.29898
2739,67,1.6667,1,23,1.67E-08,54.52588102
2750,67,1.7778,0.052632,23,1.78E-08,44.65669801
2751,67,1.7778,0.15789,23,1.78E-08,45.61729002
2752,67,1.7778,0.26316,23,1.78E-08,46.60140902
2753,67,1.7778,0.36842,23,1.78E-08,47.61141002
2754,67,1.7778,0.47368,23,1.78E-08,48.65392801
2755,67,1.7778,0.57895,23,1.78E-08,49.73296302
2756,67,1.7778,0.68421,23,1.78E-08,50.83477001
2757,67,1.7778,0.78947,23,1.78E-08,51.96631401
2758,67,1.7778,0.89474,23,1.78E-08,53.13727301
2759,67,1.7778,1,23,1.78E-08,54.327681
2770,67,1.8889,0.052632,23,1.89E-08,44.64657798
2771,67,1.8889,0.15789,23,1.89E-08,45.592757
2772,67,1.8889,0.26316,23,1.89E-08,46.560291
2773,67,1.8889,0.36842,23,1.89E-08,47.56654397
2774,67,1.8889,0.47368,23,1.89E-08,48.582528
2775,67,1.8889,0.57895,23,1.89E-08,49.64525799
2776,67,1.8889,0.68421,23,1.89E-08,50.722025
2777,67,1.8889,0.78947,23,1.89E-08,51.844686
2778,67,1.8889,0.89474,23,1.89E-08,52.98405897
2779,67,1.8889,1,23,1.89E-08,54.15678899
2790,67,2,0.052632,23,2.00E-08,44.637913
2791,67,2,0.15789,23,2.00E-08,45.56311299
2792,67,2,0.26316,23,2.00E-08,46.52383801
2793,67,2,0.36842,23,2.00E-08,47.51534001
2794,67,2,0.47368,23,2.00E-08,48.53098399
2795,67,2,0.57895,23,2.00E-08,49.55805899
2796,67,2,0.68421,23,2.00E-08,50.62650701
2797,67,2,0.78947,23,2.00E-08,51.71364299
2798,67,2,0.89474,23,2.00E-08,52.84684801
2799,67,2,1,23,2.00E-08,53.99049601
2810,66,1,0.052632,23,1.00E-08,44.73179699
2811,66,1,0.15789,23,1.00E-08,45.83241299
2812,66,1,0.26316,23,1.00E-08,46.972283
2813,66,1,0.36842,23,1.00E-08,48.156745
2814,66,1,0.47368,23,1.00E-08,49.38161
2815,66,1,0.57895,23,1.00E-08,50.645196
2816,66,1,0.68421,23,1.00E-08,51.953893
2817,66,1,0.78947,23,1.00E-08,53.30877101
2818,66,1,0.89474,23,1.00E-08,54.713331
2819,66,1,1,23,1.00E-08,56.157095
2830,66,1.1111,0.052632,23,1.11E-08,44.717135
2831,66,1.1111,0.15789,23,1.11E-08,45.78329401
2832,66,1.1111,0.26316,23,1.11E-08,46.910076
2833,66,1.1111,0.36842,23,1.11E-08,48.062331
2834,66,1.1111,0.47368,23,1.11E-08,49.24909101
2835,66,1.1111,0.57895,23,1.11E-08,50.47738901
2836,66,1.1111,0.68421,23,1.11E-08,51.74128601
2837,66,1.1111,0.78947,23,1.11E-08,53.06271401
2838,66,1.1111,0.89474,23,1.11E-08,54.425287
2839,66,1.1111,1,23,1.11E-08,55.818002
2850,66,1.2222,0.052632,23,1.22E-08,44.70639399
2851,66,1.2222,0.15789,23,1.22E-08,45.75718599
2852,66,1.2222,0.26316,23,1.22E-08,46.846974
2853,66,1.2222,0.36842,23,1.22E-08,47.973623
2854,66,1.2222,0.47368,23,1.22E-08,49.123054
2855,66,1.2222,0.57895,23,1.22E-08,50.316493
2856,66,1.2222,0.68421,23,1.22E-08,51.550603
2857,66,1.2222,0.78947,23,1.22E-08,52.827837
2858,66,1.2222,0.89474,23,1.22E-08,54.145392
2859,66,1.2222,1,23,1.22E-08,55.49544499
2870,66,1.3333,0.052632,23,1.33E-08,44.69380801
2871,66,1.3333,0.15789,23,1.33E-08,45.726364
2872,66,1.3333,0.26316,23,1.33E-08,46.78995201
2873,66,1.3333,0.36842,23,1.33E-08,47.877741
2874,66,1.3333,0.47368,23,1.33E-08,49.00488
2875,66,1.3333,0.57895,23,1.33E-08,50.16792701
2876,66,1.3333,0.68421,23,1.33E-08,51.37307301
2877,66,1.3333,0.78947,23,1.33E-08,52.61074
2878,66,1.3333,0.89474,23,1.33E-08,53.89244501
2879,66,1.3333,1,23,1.33E-08,55.20282201
2890,66,1.4444,0.052632,23,1.44E-08,44.68326601
2891,66,1.4444,0.15789,23,1.44E-08,45.689232
2892,66,1.4444,0.26316,23,1.44E-08,46.729952
2893,66,1.4444,0.36842,23,1.44E-08,47.79546
2894,66,1.4444,0.47368,23,1.44E-08,48.903097
2895,66,1.4444,0.57895,23,1.44E-08,50.039882
2896,66,1.4444,0.68421,23,1.44E-08,51.21893899
2897,66,1.4444,0.78947,23,1.44E-08,52.425227
2898,66,1.4444,0.89474,23,1.44E-08,53.663571
2899,66,1.4444,1,23,1.44E-08,54.93674199
2910,66,1.5556,0.052632,23,1.56E-08,44.67237401
2911,66,1.5556,0.15789,23,1.56E-08,45.663392
2912,66,1.5556,0.26316,23,1.56E-08,46.69275398
2913,66,1.5556,0.36842,23,1.56E-08,47.72931499
2914,66,1.5556,0.47368,23,1.56E-08,48.80653198
2915,66,1.5556,0.57895,23,1.56E-08,49.92368698
2916,66,1.5556,0.68421,23,1.56E-08,51.063864
2917,66,1.5556,0.78947,23,1.56E-08,52.242875
2918,66,1.5556,0.89474,23,1.56E-08,53.45543598
2919,66,1.5556,1,23,1.56E-08,54.705865
2930,66,1.6667,0.052632,23,1.67E-08,44.66514001
2931,66,1.6667,0.15789,23,1.67E-08,45.629849
2932,66,1.6667,0.26316,23,1.67E-08,46.64001702
2933,66,1.6667,0.36842,23,1.67E-08,47.66010399
2934,66,1.6667,0.47368,23,1.67E-08,48.72568802
2935,66,1.6667,0.57895,23,1.67E-08,49.81194401
2936,66,1.6667,0.68421,23,1.67E-08,50.944288
2937,66,1.6667,0.78947,23,1.67E-08,52.08821499
2938,66,1.6667,0.89474,23,1.67E-08,53.27835002
2939,66,1.6667,1,23,1.67E-08,54.49828902
2950,66,1.7778,0.052632,23,1.78E-08,44.65379202
2951,66,1.7778,0.15789,23,1.78E-08,45.61065801
2952,66,1.7778,0.26316,23,1.78E-08,46.597733
2953,66,1.7778,0.36842,23,1.78E-08,47.612829
2954,66,1.7778,0.47368,23,1.78E-08,48.65270901
2955,66,1.7778,0.57895,23,1.78E-08,49.72355702
2956,66,1.7778,0.68421,23,1.78E-08,50.82760001
2957,66,1.7778,0.78947,23,1.78E-08,51.95644902
2958,66,1.7778,0.89474,23,1.78E-08,53.12030601
2959,66,1.7778,1,23,1.78E-08,54.30975801
2970,66,1.8889,0.052632,23,1.89E-08,44.64499198
2971,66,1.8889,0.15789,23,1.89E-08,45.58707099
2972,66,1.8889,0.26316,23,1.89E-08,46.56135697
2973,66,1.8889,0.36842,23,1.89E-08,47.55811398
2974,66,1.8889,0.47368,23,1.89E-08,48.58503899
2975,66,1.8889,0.57895,23,1.89E-08,49.64139399
2976,66,1.8889,0.68421,23,1.89E-08,50.71741098
2977,66,1.8889,0.78947,23,1.89E-08,51.833196
2978,66,1.8889,0.89474,23,1.89E-08,52.97312298
2979,66,1.8889,1,23,1.89E-08,54.14508597
2990,66,2,0.052632,23,2.00E-08,44.637322
2991,66,2,0.15789,23,2.00E-08,45.56371399
2992,66,2,0.26316,23,2.00E-08,46.52993698
2993,66,2,0.36842,23,2.00E-08,47.50693701
2994,66,2,0.47368,23,2.00E-08,48.51927201
2995,66,2,0.57895,23,2.00E-08,49.56169101
2996,66,2,0.68421,23,2.00E-08,50.62372199
2997,66,2,0.78947,23,2.00E-08,51.71872099
2998,66,2,0.89474,23,2.00E-08,52.83864899
2999,66,2,1,23,2.00E-08,53.99107001
3010,65,1,0.052632,23,1.00E-08,44.725132
3011,65,1,0.15789,23,1.00E-08,45.820635
3012,65,1,0.26316,23,1.00E-08,46.958692
3013,65,1,0.36842,23,1.00E-08,48.134582
3014,65,1,0.47368,23,1.00E-08,49.34280399
3015,65,1,0.57895,23,1.00E-08,50.59524
3016,65,1,0.68421,23,1.00E-08,51.89389099
3017,65,1,0.78947,23,1.00E-08,53.234065
3018,65,1,0.89474,23,1.00E-08,54.618357
3019,65,1,1,23,1.00E-08,56.058708
3030,65,1.1111,0.052632,23,1.11E-08,44.71469801
3031,65,1.1111,0.15789,23,1.11E-08,45.77790301
3032,65,1.1111,0.26316,23,1.11E-08,46.88673101
3033,65,1.1111,0.36842,23,1.11E-08,48.03824901
3034,65,1.1111,0.47368,23,1.11E-08,49.21252101
3035,65,1.1111,0.57895,23,1.11E-08,50.43233501
3036,65,1.1111,0.68421,23,1.11E-08,51.69534301
3037,65,1.1111,0.78947,23,1.11E-08,53.00618701
3038,65,1.1111,0.89474,23,1.11E-08,54.348338
3039,65,1.1111,1,23,1.11E-08,55.72946201
3050,65,1.2222,0.052632,23,1.22E-08,44.701311
3051,65,1.2222,0.15789,23,1.22E-08,45.74716599
3052,65,1.2222,0.26316,23,1.22E-08,46.835688
3053,65,1.2222,0.36842,23,1.22E-08,47.944413
3054,65,1.2222,0.47368,23,1.22E-08,49.095317
3055,65,1.2222,0.57895,23,1.22E-08,50.288074
3056,65,1.2222,0.68421,23,1.22E-08,51.51860199
3057,65,1.2222,0.78947,23,1.22E-08,52.781797
3058,65,1.2222,0.89474,23,1.22E-08,54.090979
3059,65,1.2222,1,23,1.22E-08,55.432451
3070,65,1.3333,0.052632,23,1.33E-08,44.69178401
3071,65,1.3333,0.15789,23,1.33E-08,45.72188101
3072,65,1.3333,0.26316,23,1.33E-08,46.776874
3073,65,1.3333,0.36842,23,1.33E-08,47.86472601
3074,65,1.3333,0.47368,23,1.33E-08,48.98438301
3075,65,1.3333,0.57895,23,1.33E-08,50.147863
3076,65,1.3333,0.68421,23,1.33E-08,51.34554201
3077,65,1.3333,0.78947,23,1.33E-08,52.58382401
3078,65,1.3333,0.89474,23,1.33E-08,53.84831501
3079,65,1.3333,1,23,1.33E-08,55.16265901
3090,65,1.4444,0.052632,23,1.44E-08,44.68212499
3091,65,1.4444,0.15789,23,1.44E-08,45.686169
3092,65,1.4444,0.26316,23,1.44E-08,46.71934099
3093,65,1.4444,0.36842,23,1.44E-08,47.790408
3094,65,1.4444,0.47368,23,1.44E-08,48.885364
3095,65,1.4444,0.57895,23,1.44E-08,50.02774499
3096,65,1.4444,0.68421,23,1.44E-08,51.195615
3097,65,1.4444,0.78947,23,1.44E-08,52.3898
3098,65,1.4444,0.89474,23,1.44E-08,53.63693099
3099,65,1.4444,1,23,1.44E-08,54.904999
3110,65,1.5556,0.052632,23,1.56E-08,44.67274101
3111,65,1.5556,0.15789,23,1.56E-08,45.65972398
3112,65,1.5556,0.26316,23,1.56E-08,46.68303101
3113,65,1.5556,0.36842,23,1.56E-08,47.72264801
3114,65,1.5556,0.47368,23,1.56E-08,48.80440901
3115,65,1.5556,0.57895,23,1.56E-08,49.90699299
3116,65,1.5556,0.68421,23,1.56E-08,51.048946
3117,65,1.5556,0.78947,23,1.56E-08,52.215068
3118,65,1.5556,0.89474,23,1.56E-08,53.432646
3119,65,1.5556,1,23,1.56E-08,54.67649701
3130,65,1.6667,0.052632,23,1.67E-08,44.66215201
3131,65,1.6667,0.15789,23,1.67E-08,45.63360499
3132,65,1.6667,0.26316,23,1.67E-08,46.63260201
3133,65,1.6667,0.36842,23,1.67E-08,47.66310699
3134,65,1.6667,0.47368,23,1.67E-08,48.717045
3135,65,1.6667,0.57895,23,1.67E-08,49.80649901
3136,65,1.6667,0.68421,23,1.67E-08,50.92123801
3137,65,1.6667,0.78947,23,1.67E-08,52.07112299
3138,65,1.6667,0.89474,23,1.67E-08,53.26120799
3139,65,1.6667,1,23,1.67E-08,54.466931
3150,65,1.7778,0.052632,23,1.78E-08,44.65289602
3151,65,1.7778,0.15789,23,1.78E-08,45.60025701
3152,65,1.7778,0.26316,23,1.78E-08,46.59004201
3153,65,1.7778,0.36842,23,1.78E-08,47.602472
3154,65,1.7778,0.47368,23,1.78E-08,48.64391602
3155,65,1.7778,0.57895,23,1.78E-08,49.70690001
3156,65,1.7778,0.68421,23,1.78E-08,50.81532002
3157,65,1.7778,0.78947,23,1.78E-08,51.941417
3158,65,1.7778,0.89474,23,1.78E-08,53.10726303
3159,65,1.7778,1,23,1.78E-08,54.29314101
3170,65,1.8889,0.052632,23,1.89E-08,44.645038
3171,65,1.8889,0.15789,23,1.89E-08,45.58318198
3172,65,1.8889,0.26316,23,1.89E-08,46.55942699
3173,65,1.8889,0.36842,23,1.89E-08,47.55718598
3174,65,1.8889,0.47368,23,1.89E-08,48.58187499
3175,65,1.8889,0.57895,23,1.89E-08,49.633362
3176,65,1.8889,0.68421,23,1.89E-08,50.71502999
3177,65,1.8889,0.78947,23,1.89E-08,51.83006698
3178,65,1.8889,0.89474,23,1.89E-08,52.96639599
3179,65,1.8889,1,23,1.89E-08,54.132176
3190,65,2,0.052632,23,2.00E-08,44.63343501
3191,65,2,0.15789,23,2.00E-08,45.564914
3192,65,2,0.26316,23,2.00E-08,46.52799899
3193,65,2,0.36842,23,2.00E-08,47.514238
3194,65,2,0.47368,23,2.00E-08,48.51918999
3195,65,2,0.57895,23,2.00E-08,49.550403
3196,65,2,0.68421,23,2.00E-08,50.62672899
3197,65,2,0.78947,23,2.00E-08,51.71163
3198,65,2,0.89474,23,2.00E-08,52.839974
3199,65,2,1,23,2.00E-08,53.988539
3210,64,1,0.052632,23,1.00E-08,44.72412899
3211,64,1,0.15789,23,1.00E-08,45.806005
3212,64,1,0.26316,23,1.00E-08,46.930077
3213,64,1,0.36842,23,1.00E-08,48.10063499
3214,64,1,0.47368,23,1.00E-08,49.29749
3215,64,1,0.57895,23,1.00E-08,50.54679199
3216,64,1,0.68421,23,1.00E-08,51.834664
3217,64,1,0.78947,23,1.00E-08,53.16696599
3218,64,1,0.89474,23,1.00E-08,54.538622
3219,64,1,1,23,1.00E-08,55.96241
3230,64,1.1111,0.052632,23,1.11E-08,44.711685
3231,64,1.1111,0.15789,23,1.11E-08,45.77661501
3232,64,1.1111,0.26316,23,1.11E-08,46.873723
3233,64,1.1111,0.36842,23,1.11E-08,48.00909601
3234,64,1.1111,0.47368,23,1.11E-08,49.18274001
3235,64,1.1111,0.57895,23,1.11E-08,50.39741001
3236,64,1.1111,0.68421,23,1.11E-08,51.64814
3237,64,1.1111,0.78947,23,1.11E-08,52.94678201
3238,64,1.1111,0.89474,23,1.11E-08,54.273382
3239,64,1.1111,1,23,1.11E-08,55.656847
3250,64,1.2222,0.052632,23,1.22E-08,44.700263
3251,64,1.2222,0.15789,23,1.22E-08,45.73939699
3252,64,1.2222,0.26316,23,1.22E-08,46.82189699
3253,64,1.2222,0.36842,23,1.22E-08,47.923599
3254,64,1.2222,0.47368,23,1.22E-08,49.074756
3255,64,1.2222,0.57895,23,1.22E-08,50.25579
3256,64,1.2222,0.68421,23,1.22E-08,51.48127699
3257,64,1.2222,0.78947,23,1.22E-08,52.734709
3258,64,1.2222,0.89474,23,1.22E-08,54.036214
3259,64,1.2222,1,23,1.22E-08,55.372418
3270,64,1.3333,0.052632,23,1.33E-08,44.689198
3271,64,1.3333,0.15789,23,1.33E-08,45.70709
3272,64,1.3333,0.26316,23,1.33E-08,46.76326701
3273,64,1.3333,0.36842,23,1.33E-08,47.8477
3274,64,1.3333,0.47368,23,1.33E-08,48.973687
3275,64,1.3333,0.57895,23,1.33E-08,50.12957
3276,64,1.3333,0.68421,23,1.33E-08,51.321295
3277,64,1.3333,0.78947,23,1.33E-08,52.54109401
3278,64,1.3333,0.89474,23,1.33E-08,53.80119301
3279,64,1.3333,1,23,1.33E-08,55.11381501
3290,64,1.4444,0.052632,23,1.44E-08,44.67901101
3291,64,1.4444,0.15789,23,1.44E-08,45.67002299
3292,64,1.4444,0.26316,23,1.44E-08,46.71574699
3293,64,1.4444,0.36842,23,1.44E-08,47.77883
3294,64,1.4444,0.47368,23,1.44E-08,48.86827099
3295,64,1.4444,0.57895,23,1.44E-08,50.010116
3296,64,1.4444,0.68421,23,1.44E-08,51.17509499
3297,64,1.4444,0.78947,23,1.44E-08,52.363585
3298,64,1.4444,0.89474,23,1.44E-08,53.604601
3299,64,1.4444,1,23,1.44E-08,54.874951
3310,64,1.5556,0.052632,23,1.56E-08,44.670994
3311,64,1.5556,0.15789,23,1.56E-08,45.65159399
3312,64,1.5556,0.26316,23,1.56E-08,46.66451999
3313,64,1.5556,0.36842,23,1.56E-08,47.71414198
3314,64,1.5556,0.47368,23,1.56E-08,48.78899999
3315,64,1.5556,0.57895,23,1.56E-08,49.90255
3316,64,1.5556,0.68421,23,1.56E-08,51.03288599
3317,64,1.5556,0.78947,23,1.56E-08,52.20204298
3318,64,1.5556,0.89474,23,1.56E-08,53.40574698
3319,64,1.5556,1,23,1.56E-08,54.65292699
3330,64,1.6667,0.052632,23,1.67E-08,44.662148
3331,64,1.6667,0.15789,23,1.67E-08,45.62294399
3332,64,1.6667,0.26316,23,1.67E-08,46.62748401
